manufacturer,category,subcategory,gwp_total,gwp_use_ratio,yearly_tec,lifetime,use_location,gwp_error_ratio,gwp_manufacturing_ratio,assembly_location,server_type,gwp_transport_ratio,gwp_eol_ratio
HP,Datacenter,Server,6270,0.8740,1050.24,4,EU,,,EU,Rack,,
HP,Datacenter,Server,4780,0.8830,745.62,4,EU,,,EU,Rack,,
HP,Datacenter,Server,5360,0.8620,2044,4,EU,,,EU,Rack,,
HP,Datacenter,Server,8540,0.8720,3232,4,EU,,,EU,Rack,,
HP,Datacenter,Server,4550,0.8600,684.9,4,EU,,,EU,Tower,,
HP,Datacenter,Server,2810,0.8150,398.8,4,EU,,,EU,Tower,,
HP,Datacenter,Server,9490,0.8900,1560.6,4,EU,,,EU,Rack,,
HP,Datacenter,Server,9930,0.8860,1543,4,EU,,,EU,Blade,,
HP,Workplace,Desktop,420,,64.7,5,WW,0.4048,,CN,,,
HP,Workplace,Desktop,425,,64.7,5,WW,0.4000,,CN,,,
HP,Workplace,Desktop,540,,77.7,5,WW,0.3796,,CN,,,
HP,Workplace,Desktop,595,,87,5,WW,0.4034,,CN,,,
HP,Workplace,Desktop,555,,82,5,WW,0.3874,,CN,,,
HP,Workplace,Desktop,555,0.5100,82,5,WW,0.3874,,CN,,,
HP,Workplace,Desktop,575,,82.1,5,WW,0.3652,,CN,,,
HP,Workplace,Desktop,490,,57.67,5,WW,0.2857,,CN,,,
HP,Workplace,Desktop,530,,60.29,5,WW,0.3396,,CN,,,
HP,Workplace,Desktop,575,,82.1,5,WW,0.3652,,CN,,,
HP,Workplace,Desktop,530,,60.29,5,WW,0.3113,,CN,,,
HP,Workplace,Desktop,475,,73.4,5,WW,0.4105,,CN,,,
HP,Workplace,Desktop,670,,114.7,5,WW,0.4478,,CN,,,
HP,Workplace,Desktop,670,,114.7,5,WW,0.4478,,CN,,,
HP,Workplace,Desktop,660,,93.31,5,WW,0.2727,,CN,,,
HP,Workplace,Desktop,520,,59.9,5,WW,0.2981,,CN,,,
HP,Workplace,Desktop,505,,67.4,5,WW,0.3564,,CN,,,
HP,Workplace,Desktop,505,0.4500,67.4,5,WW,0.3564,,CN,,,
HP,Workplace,Desktop,465,,73.8,5,WW,0.4086,,CN,,,
HP,Workplace,Monitor,305,,14.3,5,WW,0.3279,,CN,,,
HP,Workplace,Monitor,1000,0.2757,116.1,5,WW,0.2500,,CN,,,
HP,Workplace,Monitor,970,,116.1,5,WW,0.2371,,CN,,,
HP,Workplace,Desktop,575,,100.3,5,WW,0.3304,,CN,,,
HP,Workplace,Laptop,350,,21.52,4,WW,0.1714,,CN,,,
HP,Workplace,Laptop,355,,21.5,4,WW,0.1831,,CN,,,
HP,Workplace,Laptop,430,,29.5,4,WW,0.1744,,CN,,,
HP,Workplace,Desktop,990,,184.7,5,WW,0.4798,,CN,,,
HP,Workplace,Desktop,990,0.6100,184.7,5,WW,0.4798,,CN,,,
HP,Workplace,Laptop,230,,18.3,4,WW,0.1957,,CN,,,
HP,Workplace,Laptop,230,,18.5,4,WW,0.1957,,CN,,,
HP,Workplace,Laptop,230,,18.5,4,WW,0.1957,,CN,,,
HP,Workplace,Thin Client,95,,15.1,5,WW,0.4737,,CN,,,
HP,Workplace,Thin Client,110,,35,5,WW,0.3636,,CN,,,
HP,Workplace,Thin Client,75,,13.6,5,WW,0.4667,,CN,,,
HP,Workplace,Desktop,105,,33.5,5,WW,0.3810,,CN,,,
HP,Workplace,Thin Client,105,,33.5,5,WW,0.3810,,CN,,,
HP,Workplace,Thin Client,130,,34.81,5,WW,0.3462,,CN,,,
HP,Workplace,Thin Client,310,,163.6,5,WW,0.4032,,CN,,,
HP,Workplace,Thin Client,185,,80.1,5,WW,0.3784,,CN,,,
HP,Workplace,Monitor,375,0.1944,30.7,5,WW,0.2933,,CN,,,
HP,Workplace,Monitor,480,0.1395,28.19,5,WW,0.2292,,CN,,,
HP,Workplace,Monitor,540,0.1815,41.26,5,WW,0.2315,,CN,,,
HP,Workplace,Monitor,330,0.1085,15.07,5,WW,0.3030,,CN,,,
HP,Workplace,Monitor,568,0.2059,49.25,5,WW,0.2377,,CN,,,
HP,Workplace,Monitor,545,0.1952,44.8,5,WW,0.2294,,CN,,,
HP,Workplace,Monitor,550,0.1599,37.04,5,WW,0.2273,,CN,,,
HP,Workplace,Monitor,430,0.2292,41.5,5,WW,0.2791,,CN,,,
HP,Workplace,Monitor,565,0.1732,41.2,5,WW,0.2212,,CN,,,
HP,Workplace,Monitor,475,0.2320,46.4,5,WW,0.2737,,CN,,,
HP,Workplace,Monitor,475,0.2320,46.4,5,WW,0.2737,,CN,,,
HP,Workplace,Monitor,470,0.2335,46.2,5,WW,0.2660,,CN,,,
HP,Workplace,Monitor,475,0.2555,51.1,5,WW,0.2737,,CN,,,
HP,Workplace,Monitor,530,0.2854,63.68,5,WW,0.2830,,CN,,,
HP,Workplace,Laptop,440.0,,24.91,4.0,Worldwide,0.1932,,China,,,
HP,Workplace,Laptop,460.0,,31.85,4.0,Worldwide,0.2065,,China,,,
HP,Workplace,Workstation,695,,105.7,5,WW,0.3453,,CN,,,
HP,Workplace,Desktop,535,,65,5,WW,0.2710,,CN,,,
HP,Workplace,Desktop,785,,126.06,5,WW,0.3057,,CN,,,
HP,Workplace,Workstation,520,,67.4,5,WW,0.3173,,CN,,,
HP,Workplace,Workstation,715,,112.7,5,WW,0.2867,,CN,,,
HP,Workplace,Workstation,395,,12.36,5,WW,0.2152,,CN,,,
HP,Workplace,Workstation,395,,12.36,5,WW,0.2152,,CN,,,
HP,Workplace,Workstation,530,,46.8,5,WW,0.2547,,CN,,,
HP,Workplace,Workstation,670,,103.43,5,WW,0.2985,,CN,,,
HP,Workplace,Workstation,770,,115.66,5,WW,0.2727,,CN,,,
HP,Workplace,Monitor,460,0.2303,44.6,5,WW,0.2717,,CN,,,
HP,Workplace,Monitor,465,0.2487,48.7,5,WW,0.2688,,CN,,,
HP,Workplace,Monitor,490,0.2423,50,5,WW,0.2755,,CN,,,
HP,Workplace,Monitor,565,0.2762,65.7,5,WW,0.2655,,CN,,,
HP,Workplace,Monitor,600,0.3503,88.49,5,WW,0.3000,,CN,,,
HP,Workplace,Monitor,695,0.3346,97.9,5,WW,0.2806,,CN,,,
HP,Workplace,Monitor,615,0.3047,78.9,5,WW,0.2764,,CN,,,
HP,Workplace,Monitor,700,0.2999,88.4,5,WW,0.2714,,CN,,,
HP,Workplace,Monitor,1280,0.4726,254.7,5,WW,0.3438,,CN,,,
HP,Workplace,Monitor,705,0.3433,101.9,5,WW,0.2837,,CN,,,
HP,Workplace,Monitor,935,0.3645,143.5,5,WW,0.2941,,CN,,,
HP,Workplace,Workstation,940,,52.1,5,WW,0.2606,,CN,,,
HP,Workplace,Monitor,800,0.3088,104,5,WW,0.2688,,CN,,,
HP,Workplace,Workstation,790,,52.1,5,WW,0.3544,,CN,,,
HP,Workplace,Workstation,790,,52.1,5,WW,0.3544,,CN,,,
HP,Workplace,Workstation,900,,57.8,5,WW,0.3389,,CN,,,
HP,Workplace,Laptop,255,,18.9,4,WW,0.1765,,CN,,,
HP,Workplace,Laptop,265,,28.8,4,WW,0.1887,,CN,,,
HP,Workplace,Laptop,375,,22.9,4,WW,0.1733,,CN,,,
HP,Workplace,Laptop,385,,39.6,4,WW,0.1818,,CN,,,
HP,Workplace,Laptop,400,,37.51,4,WW,0.2125,,CN,,,
HP,Workplace,Laptop,415,,38.5,4,WW,0.1687,,CN,,,
HP,Workplace,Laptop,385,,43.4,4,WW,0.1688,,CN,,,
HP,Workplace,Laptop,335,,50,4,WW,0.1642,,CN,,,
HP,Workplace,Laptop,285,,26.2,4,WW,0.1754,,CN,,,
HP,Workplace,Laptop,280,,22.83,4,WW,0.1786,,CN,,,
HP,Workplace,Laptop,510,,47.7,4,WW,0.1569,,CN,,,
HP,Workplace,Laptop,540,,69.8,4,WW,0.1759,,CN,,,
HP,Workplace,Laptop,485,,57.5,4,WW,0.1711,,CN,,,
HP,Workplace,Laptop,470,,26.02,4,WW,0.1809,,CN,,,
HP,Workplace,Laptop,310,,15.98,4,WW,0.1774,,CN,,,
HP,Workplace,Laptop,280,,19.96,4,WW,0.1964,,CN,,,
HP,Workplace,Laptop,505,,25.89,4,WW,0.1881,,CN,,,
HP,Workplace,Laptop,535,,31.74,4,WW,0.1776,,CN,,,
HP,Workplace,Laptop,365,,20.5,4,WW,0.1781,,CN,,,
HP,Workplace,Laptop,325,,28.41,4,WW,0.1846,,CN,,,
HP,Workplace,Laptop,355,,47.71,4,WW,0.1831,,CN,,,
HP,Workplace,Laptop,470,,26.02,4,WW,0.1809,,CN,,,
HP,Workplace,Laptop,355,,47.71,4,WW,0.1831,,CN,,,
HP,Workplace,Laptop,330,,38.8,4,WW,0.1818,,CN,,,
HP,Workplace,Workstation,620,,30.36,5,WW,0.2258,,CN,,,
HP,Workplace,Laptop,325,,18.29,4,WW,0.1846,,CN,,,
HP,Workplace,Laptop,325,,18.29,4,WW,0.1846,,CN,,,
HP,Workplace,Laptop,300,,12.59,4,WW,0.1833,,CN,,,
HP,Workplace,Laptop,325,,18.29,4,WW,0.1846,,CN,,,
HP,Workplace,Laptop,285,,16.8,4,WW,0.1754,,CN,,,
HP,Workplace,Laptop,265,,18.44,5,WW,0.1887,,CN,,,
HP,Workplace,Desktop,625,,85.06,5,WW,0.2880,,CN,,,
HP,Workplace,Desktop,560,,72.83,5,WW,0.3393,,CN,,,
HP,Workplace,Desktop,540,,60.2,5,WW,0.2593,,CN,,,
HP,Workplace,Desktop,750,,125.62,5,WW,0.3133,,CN,,,
HP,Workplace,Desktop,561,,67.2,5,WW,0.2906,,CN,,,
HP,Workplace,Desktop,660,,93.31,5,WW,0.2727,,CN,,,
HP,Workplace,Desktop,575,,82.1,5,WW,0.3652,,CN,,,
HP,Workplace,Desktop,520,,59.9,5,WW,0.2981,,CN,,,
HP,Workplace,Desktop,540,,60.29,5,WW,0.3333,,CN,,,
HP,Workplace,Desktop,1120,,218.5,5,WW,0.3527,,CN,,,
HP,Workplace,Desktop,830,,129.62,5,WW,0.2952,,CN,,,
HP,Workplace,Laptop,335,,14.5,4,WW,0.1642,,CN,,,
Lenovo,Workplace,Laptop,204,0.2900,,5,EU,0.1961,,CN,,,
Lenovo,Workplace,Monitor,331,0.4300,,3,EU,0.1873,,CN,,,
Lenovo,Workplace,Laptop,206,0.2500,,5,EU,0.1942,,CN,,,
Lenovo,Workplace,Laptop,293,0.1700,,4,US,0.2048,,CN,,,
Lenovo,Workplace,Laptop,308,0.1700,,4,US,0.2110,,CN,,,
Lenovo,Workplace,Monitor,339,0.2300,,3,,0.2566,,CN,,,
Lenovo,Workplace,Monitor,343,0.4700,,5,WW,0.3294,,CN,,,
Lenovo,Workplace,Monitor,343,0.4700,,5,WW,0.3294,,CN,,,
Lenovo,Workplace,Monitor,351,0.4900,,5,WW,0.3362,,CN,,,
Lenovo,Workplace,Monitor,569,0.5800,,5,WW,0.3743,,CN,,,
Lenovo,Workplace,Laptop,196,0.1800,,5,EU,0.2041,,CN,,,
Lenovo,Workplace,Laptop,318,0.1800,,5,US,0.2013,,CN,,,
Lenovo,Workplace,Laptop,211,0.1800,,5,EU,0.2227,,CN,,,
Lenovo,Workplace,Monitor,347,0.2400,,3,,0.3256,,CN,,,
Lenovo,Workplace,Monitor,366,0.2400,,5,WW,0.2568,,CN,,,
Lenovo,Workplace,Monitor,551,0.3900,,5,WW,0.2033,,CN,,,
Lenovo,Workplace,Laptop,232,0.2800,,5,US,0.2112,,CN,,,
Lenovo,Workplace,Monitor,287,0.6200,,3,EU,0.1672,,CN,,,
Lenovo,Workplace,Monitor,207,0.4600,,3,EU,0.2077,,CN,,,
Lenovo,Workplace,Monitor,351,0.3600,,3,EU,0.1567,,CN,,,
Lenovo,Workplace,Laptop,348,0.2800,,5,US,0.2615,,CN,,,
Lenovo,Workplace,Laptop,332,0.2800,,5,US,0.2530,,CN,,,
Lenovo,Workplace,Laptop,292,0.2900,,5,US,0.2260,,CN,,,
Lenovo,Workplace,Laptop,296,0.3000,,5,US,0.2128,,CN,,,
Lenovo,Workplace,Laptop,257,0.2600,,5,US,0.1790,,CN,,,
Lenovo,Workplace,Laptop,362,0.4900,,5,US,0.2265,,CN,,,
Lenovo,Workplace,Laptop,375,0.4700,,5,US,0.2293,,CN,,,
Lenovo,Workplace,Laptop,251,0.2000,,5,US,0.1554,,CN,,,
Lenovo,Workplace,Monitor,364,0.4600,,5,,0.5247,,CN,,,
Lenovo,Workplace,Monitor,343,0.5300,,5,WW,0.4315,,CN,,,
Lenovo,Workplace,Monitor,465,0.2700,,5,WW,0.2968,,CN,,,
Lenovo,Workplace,Monitor,475,0.2800,,5,WW,0.2947,,CN,,,
Lenovo,Workplace,Desktop,293,0.0800,,1.5,US,0.4334,,CN,,,
Lenovo,Workplace,Desktop,510,0.5200,,1.5,US,0.2588,,CN,,,
Lenovo,Workplace,Desktop,772,0.7600,,5,US,0.4249,,CN,,,
Lenovo,Workplace,Desktop,734,0.7600,,5,US,0.4700,,CN,,,
Lenovo,Workplace,Desktop,376,0.3900,,5,US,0.2686,,CN,,,
Lenovo,Workplace,Desktop,323,0.0800,,3,US,0.2755,,CN,,,
Lenovo,Workplace,Desktop,698,0.5400,,5,US,0.2679,,CN,,,
Lenovo,Workplace,Desktop,636,0.5400,,5,WW,0.3381,,CN,,,
Lenovo,Workplace,Desktop,761,0.5800,,5,WW,0.2116,,Asia,,,
Lenovo,Workplace,Desktop,795,0.7500,,5,US,0.4604,,CN,,,
Lenovo,Workplace,Desktop,889,0.4800,,5,WW,0.3172,,CN,,,
Lenovo,Workplace,Desktop,722,0.5300,,5,WW,0.3393,,CN,,,
Lenovo,Workplace,Desktop,753,0.5900,,5,WW,0.2125,,Asia,,,
Lenovo,Workplace,Desktop,667,0.5400,,5,US,0.3043,,,,,
Lenovo,Workplace,Desktop,772,0.6600,,5,US,0.3666,,,,,
Lenovo,Workplace,Desktop,628,0.6200,,5,US,0.2723,,CN,,,
Lenovo,Workplace,Desktop,710,0.5700,,5,WW,0.3577,,CN,,,
Lenovo,Workplace,Desktop,965,0.6900,,5,US,0.3865,,CN,,,
Lenovo,Workplace,Desktop,634.11,0.3700,,,WW,0.2771,,Asia,,,
Lenovo,Workplace,Desktop,598.45,0.2200,,,WW,0.2026,,Asia,,,
Lenovo,Workplace,Desktop,616.21,0.2000,,,WW,0.2012,,Asia,,,
Lenovo,Workplace,Desktop,721,0.1500,,,WW,0.2089,,Asia,,,
Lenovo,Workplace,Desktop,476,0.5400,,,WW,0.3340,,default,,,
Lenovo,Workplace,Desktop,733.475,0.2500,,,WW,0.2165,,Asia,,,
Lenovo,Workplace,Desktop,857.5,0.2100,,,WW,0.2070,,Asia,,,
Lenovo,Workplace,Desktop,651,0.4700,,,WW,0.3518,,Asia,,,
Lenovo,Workplace,Desktop,1454,0.7100,,,US,0.4415,,Asia,,,
Lenovo,Workplace,Desktop,323,0.0800,,3,US,0.2755,,CN,,,
Lenovo,Workplace,Desktop,830,0.6300,,5,US,0.2843,,CN,,,
Lenovo,Workplace,Desktop,370,0.3300,,5,WW,0.2838,,CN,,,
Lenovo,Workplace,Desktop,675,0.6500,,5,WW,0.3896,,CN,,,
Lenovo,Workplace,Desktop,824,0.6400,,5,EU,0.2257,,,,,
Lenovo,Workplace,Desktop,946,0.5900,,4,US,0.3340,,,,,
Lenovo,Workplace,Desktop,1362,0.7400,,5,US,0.4207,,CN,,,
Lenovo,Workplace,Desktop,1338,0.6500,,5,US,0.4567,,CN,,,
Lenovo,Workplace,Desktop,867.56,0.4400,,,WW,0.3368,,Asia,,,
Lenovo,Workplace,Laptop,236,0.2000,,5,US,0.1653,,CN,,,
Lenovo,Workplace,Laptop,208,0.0800,,2,US,0.2500,,CN,,,
Lenovo,Workplace,Laptop,244,0.0400,,2,EU,0.2459,,CN,,,
Lenovo,Workplace,Laptop,426,0.3400,,5,US,0.1643,,CN,,,
Lenovo,Workplace,Laptop,332,0.3200,,5,US,0.1717,,CN,,,
Lenovo,Workplace,Laptop,442,0.3300,,5,US,0.1810,,CN,,,
Lenovo,Workplace,Laptop,436,0.3300,,5,US,0.1628,,CN,,,
Lenovo,Workplace,Laptop,359,0.2700,,5,US,0.1894,,CN,,,
Lenovo,Workplace,Laptop,255,0.2300,,5,US,0.1647,,CN,,,
Lenovo,Workplace,Laptop,236,0.1900,,5,EU,0.2076,,CN,,,
Lenovo,Workplace,Laptop,330,0.1900,,5,EU,0.1818,,CN,,,
Lenovo,Workplace,Laptop,310,0.1400,,5,EU,0.1968,,CN,,,
Lenovo,Workplace,Laptop,251,0.1400,,5,US,0.2470,,CN,,,
Lenovo,Workplace,Laptop,231,0.0800,,3,EU,0.2165,,CN,,,
Lenovo,Workplace,Laptop,212,0.0700,,5,US,0.2264,,CN,,,
Lenovo,Workplace,Laptop,199,0.1800,,5,US,0.2312,,CN,,,
Lenovo,Workplace,Laptop,210,0.1300,,5,US,0.2238,,CN,,,
Lenovo,Workplace,Laptop,223,0.1200,,5,US,0.2377,,CN,,,
Lenovo,Workplace,Laptop,339,0.2600,,5,US,0.1504,,CN,,,
Lenovo,Workplace,Laptop,321,0.2600,,5,US,0.1402,,CN,,,
Lenovo,Workplace,Laptop,339,0.2600,,5,US,0.1504,,CN,,,
Lenovo,Workplace,Laptop,418,0.3400,,5,US,0.1603,,CN,,,
Lenovo,Workplace,Laptop,271,0.2300,,5,US,0.1882,,CN,,,
Lenovo,Workplace,Laptop,372,0.3100,,5,US,0.1613,,CN,,,
Lenovo,Workplace,Laptop,324,0.2400,,5,US,0.2130,,CN,,,
Lenovo,Workplace,Laptop,273,0.2300,,5,US,0.1795,,CN,,,
Lenovo,Workplace,Laptop,270,0.0700,,5,US,0.1852,,CN,,,
Lenovo,Workplace,Laptop,279,0.2500,,5,US,0.2115,,CN,,,
Lenovo,Workplace,Laptop,309,0.3000,,5,US,0.1715,,CN,,,
Lenovo,Workplace,Laptop,294,0.2400,,5,US,0.2007,,CN,,,
Lenovo,Workplace,Laptop,360,0.3000,,6,US,0.1944,,CN,,,
Lenovo,Workplace,Laptop,255,0.1700,,5,EU,0.2039,,CN,,,
Lenovo,Workplace,Laptop,304,0.1800,,4,EU,0.2270,,CN,,,
Lenovo,Workplace,Laptop,232,0.2800,,5,US,0.2112,,CN,,,
Lenovo,Workplace,Laptop,232,0.1500,,5,US,0.2457,,CN,,,
Lenovo,Workplace,Laptop,339,0.2600,,5,US,0.1504,,CN,,,
Lenovo,Workplace,Laptop,418,0.3400,,5,US,0.1603,,CN,,,
Lenovo,Workplace,Laptop,422,0.3400,,5,US,0.1588,,CN,,,
Lenovo,Workplace,Laptop,295,0.2400,,5,US,0.2000,,CN,,,
Lenovo,Workplace,Laptop,273,0.1600,,5,US,0.1832,,CN,,,
Lenovo,Workplace,Laptop,282,0.2000,,5,US,0.1950,,CN,,,
Lenovo,Workplace,Laptop,264,0.2400,,5,US,0.1970,,CN,,,
Lenovo,Workplace,Laptop,296,0.2700,,5,US,0.1959,,CN,,,
Lenovo,Workplace,Laptop,415,0.4300,,5,US,0.2193,,CN,,,
Lenovo,Workplace,Laptop,435,0.4100,,5,US,0.2207,,CN,,,
Lenovo,Workplace,Laptop,456,0.3200,,5,US,0.1601,,CN,,,
Lenovo,Workplace,Laptop,425,0.3600,,5,US,0.1529,,CN,,,
Lenovo,Workplace,Laptop,273,0.1100,,5,US,0.2454,,CN,,,
Lenovo,Workplace,Laptop,252,0.2900,,5,US,0.1825,,CN,,,
Lenovo,Workplace,Laptop,293,0.1500,,5,US,0.1706,,CN,,,
Lenovo,Workplace,Laptop,293,0.1800,,5,US,0.1706,,CN,,,
Lenovo,Workplace,Laptop,289,0.2000,,3,US,0.2215,,CN,,,
Lenovo,Workplace,Laptop,249,0.2700,,5,US,0.1807,,CN,,,
Lenovo,Workplace,Laptop,289,0.1900,,5,US,0.4706,,CN,,,
Lenovo,Workplace,Laptop,217,0.2700,,5,US,0.2120,,CN,,,
Lenovo,Workplace,Laptop,310,0.2600,,5,US,0.1258,,CN,,,
Lenovo,Workplace,Laptop,307,0.1300,,5,US,0.1303,,CN,,,
Lenovo,Workplace,Laptop,293,0.2000,,4,US,0.1195,,CN,,,
Lenovo,Workplace,Laptop,218,0.2300,,5,US,0.2431,,CN,,,
Lenovo,Workplace,Laptop,186,0.1900,,5,US,0.2204,,CN,,,
Lenovo,Workplace,Laptop,268,0.1600,,3,US,0.1978,,CN,,,
Lenovo,Workplace,Laptop,301,0.1800,,3,US,0.2027,,CN,,,
Lenovo,Workplace,Laptop,242,0.3100,,5,US,0.1860,,CN,,,
Lenovo,Workplace,Laptop,267,0.1300,,5,US,0.2622,,CN,,,
Lenovo,Workplace,Laptop,220,0.1400,,5,US,0.2500,,CN,,,
Lenovo,Workplace,Laptop,275,0.2700,,5,US,0.2036,,CN,,,
Lenovo,Workplace,Laptop,336,0.4300,,5,US,0.1815,,CN,,,
Lenovo,Workplace,Laptop,336,0.4300,,5,US,0.1815,,CN,,,
Lenovo,Workplace,Laptop,242,0.1900,,5,EU,0.1653,,CN,,,
Lenovo,Workplace,Laptop,292,0.1900,,5,EU,0.1712,,CN,,,
Lenovo,Workplace,Laptop,248,0.2900,,5,US,0.1895,,CN,,,
Lenovo,Workplace,Laptop,213,0.1500,,5,US,0.2160,,CN,,,
Lenovo,Workplace,Laptop,266,0.2600,,5,US,0.2030,,CN,,,
Lenovo,Workplace,Laptop,225,0.1400,,5,US,0.2356,,CN,,,
Lenovo,Workplace,Laptop,184,0.2500,,5,US,0.2500,,CN,,,
Lenovo,Workplace,Laptop,297,0.3200,,5,US,0.1313,,CN,,,
Lenovo,Workplace,Laptop,335,0.3500,,5,US,0.1761,,CN,,,
Lenovo,Workplace,Laptop,215,0.2900,,5,US,0.2093,,CN,,,
Lenovo,Workplace,Laptop,239,0.2200,,5,US,0.1925,,CN,,,
Lenovo,Workplace,Laptop,245,0.1700,,5,US,0.2367,,CN,,,
Lenovo,Workplace,Laptop,293,0.2200,,5,US,0.1399,,CN,,,
Lenovo,Workplace,Laptop,246,0.3100,,2,US,0.2195,,CN,,,
Lenovo,Workplace,Laptop,267,0.1000,,3,EU,0.2022,,CN,,,
Lenovo,Workplace,Laptop,329,0.2500,,5,US,0.1915,,CN,,,
Lenovo,Workplace,Laptop,329,0.2500,,5,US,0.1915,,CN,,,
Lenovo,Workplace,Laptop,263,0.2500,,5,US,0.2053,,CN,,,
Lenovo,Workplace,Laptop,419,0.4200,,5,US,0.2124,,CN,,,
Lenovo,Workplace,Monitor,384,0.4000,,5,WW,0.4115,,CN,,,
Lenovo,Workplace,Monitor,642,0.1700,,3,WW,0.2243,,CN,,,
Lenovo,Workplace,Monitor,395,0.5100,,5,WW,0.3468,,CN,,,
Lenovo,Workplace,Monitor,433,0.5000,,5,WW,0.3418,,CN,,,
Lenovo,Workplace,Monitor,414,0.5000,,5,WW,0.3357,,CN,,,
Lenovo,Workplace,Monitor,305,0.3400,,2,,0.2656,,CN,,,
Lenovo,Workplace,Laptop,368,0.2100,,3,US,0.1848,,CN,,,
Lenovo,Workplace,Laptop,429,0.2900,,3,US,0.2028,,CN,,,
Lenovo,Workplace,Desktop,974,0.5900,,5,WW,0.4127,,Asia,,,
Lenovo,Workplace,Desktop,1026,0.7300,,6,WW,0.4181,,Asia,,,
Lenovo,Workplace,Desktop,938,0.4100,,3,US,0.2623,,CN,,,
Lenovo,Workplace,Desktop,762,0.2800,,3,US,0.2402,,CN,,,
Lenovo,Workplace,Desktop,1005,0.5700,,5,WW,0.4050,,Asia,,,
Lenovo,Workplace,Desktop,938,0.4300,,3,US,0.2431,,CN,,,
Lenovo,Workplace,Monitor,500,0.4500,,5,WW,0.2940,,CN,,,
Lenovo,Workplace,Desktop,732,0.3700,,3,WW,0.4208,,CN,,,
Lenovo,Workplace,Laptop,345,0.2500,,5,US,0.2145,,CN,,,
Lenovo,Workplace,Laptop,356,0.2900,,6,US,0.2107,,CN,,,
Lenovo,Workplace,Desktop,960,0.6200,,5,US,0.3010,,CN,,,
Lenovo,Workplace,Laptop,493,0.2300,,5,EU,0.1379,,CN,,,
Lenovo,Workplace,Laptop,573,0.2000,,5,EU,0.1344,,CN,,,
Lenovo,Workplace,Laptop,456,0.1500,,5,US,0.1601,,CN,,,
Lenovo,Workplace,Desktop,1359,0.7200,,5,US,0.3171,,CN,,,
Lenovo,Workplace,Monitor,509,0.4700,,5,WW,0.1925,,CN,,,
Lenovo,Workplace,Monitor,309,0.4700,,5,WW,0.1942,,CN,,,
Lenovo,Workplace,Monitor,616,0.6500,,3,EU,0.1948,,CN,,,
Lenovo,Workplace,Monitor,261,0.3500,,3,EU,0.1916,,CN,,,
Lenovo,Workplace,Monitor,333,0.4700,,3,EU,0.1742,,CN,,,
Lenovo,Workplace,Monitor,288,0.4000,,3,EU,0.2083,,CN,,,
Lenovo,Workplace,Monitor,545,0.5400,,3,EU,0.1908,,CN,,,
Lenovo,Workplace,Monitor,1141,0.7500,,5,WW,0.2095,,CN,,,
Lenovo,Workplace,Laptop,273,0.2400,,5,US,0.1355,,CN,,,
Lenovo,Workplace,Laptop,335,0.3200,,5,US,0.1343,,CN,,,
Lenovo,Workplace,Laptop,296,0.2400,,5,US,0.1520,,CN,,,
Lenovo,Workplace,Laptop,433,0.3600,,5,US,0.1547,,CN,,,
Lenovo,Workplace,Laptop,248,0.2200,,5,US,0.2218,,CN,,,
Lenovo,Workplace,Laptop,296,0.2800,,5,US,0.2466,,CN,,,
Lenovo,Workplace,Laptop,425,0.3600,,5,US,0.1529,,CN,,,
Lenovo,Workplace,Laptop,232,0.1600,,5,EU,0.1940,,CN,,,
Lenovo,Workplace,Laptop,362,0.4900,,5,US,0.2320,,CN,,,
Lenovo,Workplace,Monitor,825,0.1600,,5,WW,0.2812,,CN,,,
Lenovo,Workplace,Monitor,334,0.4700,,5,WW,0.3593,,CN,,,
Lenovo,Workplace,Monitor,408,0.4900,,5,,0.2941,,CN,,,
Lenovo,Workplace,Monitor,394,0.5100,,5,WW,0.3426,,CN,,,
Lenovo,Workplace,Monitor,401,0.5000,,5,WW,0.3741,,CN,,,
Lenovo,Workplace,Desktop,569,0.5500,,4,US,0.2970,,CN,,,
Lenovo,Workplace,Desktop,677,0.5600,,4,US,0.3013,,CN,,,
Lenovo,Workplace,Laptop,62,0.1800,,3,US,0.3226,,CN,,,
Lenovo,Workplace,Monitor,295,0.4900,,3,WW,0.1831,,CN,,,
Lenovo,Workplace,Monitor,256,0.4100,,3,WW,0.1836,,CN,,,
Lenovo,Workplace,Monitor,752.75,0.3000,,3,WW,0.1876,,CN,,,
Lenovo,Workplace,Monitor,256,0.4100,,3,WW,0.1836,,CN,,,
Lenovo,Workplace,Monitor,459,0.6200,,3,WW,0.1895,,CN,,,
Lenovo,Workplace,Monitor,867,0.7900,,5,WW,0.1995,,CN,,,
Lenovo,Workplace,Monitor,862,0.8000,,5,WW,0.2007,,CN,,,
Lenovo,Workplace,Monitor,728.969,0.2600,,3,WW,0.3947,,CN,,,
Lenovo,Workplace,Monitor,447,0.6900,,5,EU,0.1767,,CN,,,
Lenovo,Workplace,Monitor,507,0.6200,,3,WW,0.1933,,CN,,,
Lenovo,Workplace,Monitor,356,0.3800,,5,WW,0.4438,,CN,,,
Lenovo,Workplace,Monitor,508,0.5700,,5,WW,0.3740,,CN,,,
Lenovo,Workplace,Laptop,256,0.1900,,5,EU,0.1953,,CN,,,
Lenovo,Workplace,Laptop,214,0.1500,,5,EU,0.2150,,CN,,,
Lenovo,Workplace,Laptop,262,0.2900,,5,US,0.2023,,CN,,,
Lenovo,Workplace,Laptop,238,0.1500,,5,US,0.1975,,CN,,,
